Case #1: 153
14 18 138770
15 16 246679
15 17 106450
15 18 27024
16 17 293172
16 18 260189
17 18 97514
Case #222: 703
1 2 167269
1 3 121446
1 4 192958
1 5 217106
1 6 156000
1 7 116402
1 8 174135
1 9 94295
1 10 107678
1 11 184013
1 12 247392
1 13 161526
1 14 148660
1 15 242123
1 16 220230
1 17 266945
1 18 206493
1 19 186573
1 20 206146
1 21 110030
1 22 209305
1 23 255089
1 24 191525
1 25 96312
1 26 218445
1 27 241833
1 28 73066
1 29 235028
1 30 177599
1 31 125701
1 32 201343
1 33 169094
1 34 127188
1 35 136418
1 36 312753
1 37 288582
1 38 158964
2 3 73359
2 4 197434
2 5 169496
2 6 108703
2 7 165504
2 8 13865
2 9 111818
2 10 59591
2 11 136716
2 12 134884
2 13 140205
2 14 101363
2 15 192462
2 16 123831
2 17 99676
2 18 159196
2 19 157488
2 20 158849
2 21 175509
2 22 162008
2 23 198140
2 24 78096
2 25 185594
2 26 51176
2 27 193746
2 28 138545
2 29 159405
2 30 90668
2 31 117265
2 32 34074
2 33 121797
2 34 131664
2 35 88331
2 36 256182
2 37 263416
2 38 52647
3 4 151611
3 5 194692
3 6 133586
3 7 119681
3 8 59688
3 9 65995
3 10 13768
3 11 90893
3 12 125946
3 13 94382
3 14 126246
3 15 136731
3 16 164394
3 17 173035
3 18 184079
3 19 130737
3 20 113026
3 21 176927
3 22 116185
3 23 187945
3 24 70079
3 25 139771
3 26 96999
3 27 147923
3 28 139963
3 29 141118
3 30 149299
3 31 163088
3 32 79897
3 33 146680
3 34 85841
3 35 14972
3 36 191307
3 37 217593
3 38 98470
4 5 248061
4 6 186955
4 7 252053
4 8 211299
4 9 160201
4 10 137843
4 11 171719
4 12 247613
4 13 216049
4 14 179615
4 15 215149
4 16 214667
4 17 295806
4 18 237448
4 19 248324
4 20 193852
4 21 156856
4 22 197011
4 23 309612
4 24 220386
4 25 264159
4 26 247306
4 27 271998
4 28 119892
4 29 235876
4 30 243505
4 31 208101
4 32 231508
4 33 200049
4 34 65770
4 35 136639
4 36 312974
4 37 341668
4 38 205790
5 6 75786
5 7 140884
5 8 178851
5 9 177125
5 10 208460
5 11 103799
5 12 219988
5 13 230222
5 14 68446
5 15 105358
5 16 136226
5 17 264961
5 18 111599
5 19 169883
5 20 125932
5 21 190244
5 22 129091
5 23 263611
5 24 194065
5 25 160974
5 26 220672
5 27 201697
5 28 225967
5 29 252248
5 30 141295
5 31 272028
5 32 203570
5 33 88880
5 34 182291
5 35 209664
5 36 150075
5 37 230499
5 38 140069
6 7 65098
6 8 122568
6 9 101339
6 10 147354
6 11 42693
6 12 158882
6 13 154436
6 14 7340
6 15 86123
6 16 170450
6 17 208379
6 18 50493
6 19 136793
6 20 64826
6 21 212271
6 22 67985
6 23 202505
6 24 132959
6 25 85188
6 26 159879
6 27 140591
6 28 175307
6 29 176462
6 30 80189
6 31 220877
6 32 142777
6 33 27774
6 34 121185
6 35 148558
6 36 213017
6 37 169393
6 38 93643
7 8 179369
7 9 156569
7 10 133449
7 11 107791
7 12 223980
7 13 89338
7 14 72438
7 15 151221
7 16 207532
7 17 265180
7 18 115591
7 19 173875
7 20 129924
7 21 226432
7 22 133083
7 23 182901
7 24 189760
7 25 20090
7 26 216680
7 27 164821
7 28 157272
7 29 127124
7 30 145287
7 31 155779
7 32 199578
7 33 92872
7 34 186283
7 35 115414
7 36 278115
7 37 234491
7 38 158741
8 9 98147
8 10 73456
8 11 150581
8 12 148749
8 13 154070
8 14 115228
8 15 178597
8 16 109966
8 17 113541
8 18 168238
8 19 143623
8 20 172714
8 21 161644
8 22 175873
8 23 184275
8 24 91961
8 25 199459
8 26 65041
8 27 197647
8 28 124680
8 29 173270
8 30 104533
8 31 103400
8 32 47939
8 33 135662
8 34 145529
8 35 74660
8 36 250995
8 37 277281
8 38 38782
9 10 52227
9 11 144032
9 12 191941
9 13 67231
9 14 108679
9 15 172782
9 16 125935
9 17 183958
9 18 151832
9 19 92278
9 20 151485
9 21 185517
9 22 154644
9 23 160794
9 24 108538
9 25 136479
9 26 135458
9 27 176732
9 28 148553
9 29 179577
9 30 83304
9 31 165868
9 32 145892
9 33 114433
9 34 94431
9 35 80967
9 36 257302
9 37 270732
9 38 136929
10 11 104661
10 12 139714
10 13 108150
10 14 140014
10 15 150499
10 16 178162
10 17 159267
10 18 197847
10 19 144505
10 20 99258
10 21 163159
10 22 102417
10 23 201713
10 24 83847
10 25 126316
10 26 110767
10 27 134155
10 28 126195
10 29 127350
10 30 135531
10 31 176856
10 32 93665
10 33 160448
10 34 72073
10 35 28740
10 36 205075
10 37 231361
10 38 112238
11 12 186895
11 13 185275
11 14 35353
11 15 128816
11 16 213143
11 17 236392
11 18 93186
11 19 179486
11 20 22133
11 21 197035
11 22 25292
11 23 194796
11 24 160972
11 25 119897
11 26 187892
11 27 168604
11 28 160071
11 29 219155
11 30 108202
11 31 205269
11 32 170790
11 33 55787
11 34 105949
11 35 105865
11 36 241030
11 37 177284
11 38 121656
12 13 190384
12 14 151542
12 15 230325
12 16 193532
12 17 234560
12 18 209375
12 19 159875
12 20 209028
12 21 272929
12 22 212187
12 23 228391
12 24 196025
12 25 244070
12 26 186060
12 27 273869
12 28 210215
12 29 184718
12 30 225552
12 31 224419
12 32 168958
12 33 171976
12 34 181843
12 35 110974
12 36 231753
12 37 313595
12 38 187531
13 14 161776
13 15 158508
13 16 189376
13 17 239881
13 18 196945
13 19 159509
13 20 207408
13 21 241365
13 22 182241
13 23 93563
13 24 164461
13 25 69248
13 26 191381
13 27 242305
13 28 204401
13 29 216462
13 30 150535
13 31 98637
13 32 174279
13 33 181664
13 34 150279
13 35 79410
13 36 255745
13 37 311975
13 38 162417
14 15 93463
14 16 177790
14 17 201039
14 18 57833
14 19 144133
14 20 57486
14 21 204931
14 22 60645
14 23 209845
14 24 125619
14 25 92528
14 26 152539
14 27 133251
14 28 167967
14 29 183802
14 30 87529
14 31 218628
14 32 135437
14 33 20434
14 34 113845
14 35 141218
14 36 205677
14 37 162053
14 38 86303
15 16 241584
15 17 279208
15 18 136616
15 19 208236
15 20 150949
15 21 240465
15 22 154108
15 23 252071
15 24 204402
15 25 171311
15 26 231322
15 27 171166
15 28 246750
15 29 262585
15 30 166312
15 31 257145
15 32 216628
15 33 113897
15 34 192628
15 35 121759
15 36 255433
15 37 255516
15 38 179766
16 17 223507
16 18 119957
16 19 33657
16 20 220596
16 21 261360
16 22 223755
16 23 243953
16 24 201927
16 25 227622
16 26 175007
16 27 276058
16 28 224396
16 29 283236
16 30 197565
16 31 135802
16 32 157905
16 33 163241
16 34 220366
16 35 165284
16 36 286301
16 37 325163
16 38 138498
17 18 258872
17 19 257164
17 20 258525
17 21 275185
17 22 261684
17 23 270086
17 24 177772
17 25 281059
17 26 150852
17 27 293422
17 28 238221
17 29 259081
17 30 190344
17 31 216941
17 32 133750
17 33 221473
17 34 230036
17 35 188007
17 36 355858
17 37 363092
17 38 152323
18 19 86300
18 20 115319
18 21 262764
18 22 103798
18 23 152012
18 24 166526
18 25 127697
18 26 193446
18 27 191084
18 28 211120
18 29 226955
18 30 130682
18 31 255759
18 32 193270
18 33 78267
18 34 171678
18 35 199051
18 36 248830
18 37 205206
18 38 129456
19 20 186939
19 21 227703
19 22 190098
19 23 210296
19 24 181744
19 25 193965
19 26 208664
19 27 269010
19 28 190739
19 29 271855
19 30 175582
19 31 169459
19 32 191562
19 33 164567
19 34 186709
19 35 145709
19 36 319958
19 37 291506
19 38 104841
20 21 219168
20 22 47425
20 23 216929
20 24 183105
20 25 142030
20 26 210025
20 27 190737
20 28 182204
20 29 226608
20 30 130335
20 31 183136
20 32 192923
20 33 77920
20 34 128082
20 35 127998
20 36 263163
20 37 199417
20 38 143789
21 22 171743
21 23 230657
21 24 245702
21 25 206342
21 26 226685
21 27 246595
21 28 145208
21 29 152948
21 30 194236
21 31 235731
21 32 209583
21 33 225365
21 34 91086
21 35 161955
21 36 319855
21 37 323735
21 38 200426
22 23 169504
22 24 186264
22 25 145189
22 26 213184
22 27 193896
22 28 185363
22 29 229767
22 30 133494
22 31 230561
22 32 196082
22 33 81079
22 34 131241
22 35 131157
22 36 266322
22 37 151992
22 38 146948
23 24 194666
23 25 162811
23 26 203034
23 27 201242
23 28 193693
23 29 310025
23 30 244098
23 31 192200
23 32 232214
23 33 230279
23 34 243842
23 35 172973
23 36 349308
23 37 321496
23 38 223057
24 25 209850
24 26 26920
24 27 164780
24 28 162801
24 29 211197
24 30 168764
24 31 141521
24 32 112170
24 33 146053
24 34 154616
24 35 85051
24 36 261386
24 37 287672
24 38 130743
25 26 236770
25 27 176927
25 28 169378
25 29 147214
25 30 165377
25 31 167885
25 32 219668
25 33 112962
25 34 198389
25 35 135504
25 36 298205
25 37 254581
25 38 178831
26 27 191700
26 28 162482
26 29 210581
26 30 141844
26 31 168441
26 32 85250
26 33 172973
26 34 181536
26 35 111971
26 36 239210
26 37 314592
26 38 103823
27 28 260350
27 29 179483
27 30 220780
27 31 301047
27 32 227820
27 33 112817
27 34 206228
27 35 162895
27 36 206426
27 37 295304
27 38 219554
28 29 224228
28 30 229213
28 31 198767
28 32 172619
28 33 188401
28 34 54122
28 35 124991
28 36 301326
28 37 330020
28 38 85898
29 30 158427
29 31 168619
29 32 193479
29 33 171144
29 34 170106
29 35 156090
29 36 166907
29 37 345855
29 38 212052
30 31 207933
30 32 124742
30 33 107963
30 34 177735
30 35 164271
30 36 208616
30 37 234902
30 38 143315
31 32 151339
31 33 239062
31 34 248916
31 35 178047
31 36 335526
31 37 312974
31 38 142182
32 33 155871
32 34 165738
32 35 94869
32 36 222108
32 37 297490
32 38 86721
33 34 134279
33 35 161652
33 36 226111
33 37 182487
33 38 106737
34 35 70869
34 36 247204
34 37 275898
34 38 140020
35 36 176335
35 37 232565
35 38 113442
36 37 340691
36 38 289777
37 38 248356
Case #223: 190
1 2 294153
1 3 611447
1 4 459563
1 5 368963
1 6 302428
1 7 372568
1 8 267722
1 9 197498
1 10 541847
1 11 62343
1 12 423175
1 13 235150
1 14 220751
1 15 71321
1 16 247086
1 17 385504
1 18 658477
1 19 308358
1 20 364634
2 3 469508
2 4 513061
2 5 515910
2 6 489143
2 7 411998
2 8 320727
2 9 250503
2 10 594852
2 11 249058
2 12 187567
2 13 76251
2 14 273756
2 15 365474
2 16 394033
2 17 538629
2 18 462000
2 19 602511
2 20 417639
3 4 815915
3 5 430486
3 6 611945
3 7 677845
3 8 343725
3 9 702065
3 10 724660
3 11 673790
3 12 281941
3 13 527813
3 14 725318
3 15 633795
3 16 417031
3 17 449264
3 18 140972
3 19 870832
3 20 587249
4 5 463779
4 6 637305
4 7 472521
4 8 472190
4 9 657061
4 10 746315
4 11 397220
4 12 594813
4 13 570027
4 14 425219
4 15 406198
4 16 545496
4 17 720381
4 18 753293
4 19 643235
4 20 569102
5 6 412995
5 7 247359
5 8 195183
5 9 459231
5 10 720272
5 11 431306
5 12 591589
5 13 439659
5 14 399176
5 15 440284
5 16 121877
5 17 475168
5 18 289514
5 19 550719
5 20 292095
6 7 416600
6 8 311754
6 9 499926
6 10 585879
6 11 240085
6 12 658764
6 13 412892
6 14 264783
6 15 322921
6 16 291118
6 17 529656
6 18 470973
6 19 559958
6 20 408666
7 8 442542
7 9 462836
7 10 472913
7 11 434911
7 12 595194
7 13 349322
7 14 151817
7 15 443889
7 16 369236
7 17 478773
7 18 536873
7 19 303360
7 20 295700
8 9 410660
8 10 708503
8 11 330065
8 12 490348
8 13 244476
8 14 387407
8 15 339043
8 16 73306
8 17 426597
8 18 484697
8 19 576080
8 20 243524
9 10 632115
9 11 259841
9 12 420124
9 13 174252
9 14 311019
9 15 268819
9 16 337354
9 17 350209
9 18 712503
9 19 505856
9 20 167136
10 11 604190
10 12 764473
10 13 518601
10 14 321096
10 15 613168
10 16 635197
10 17 648052
10 18 583688
10 19 697224
10 20 464979
11 12 418679
11 13 172807
11 14 283094
11 15 133664
11 16 309429
11 17 323161
11 18 711058
11 19 370701
11 20 426977
12 13 245872
12 14 443377
12 15 351854
12 16 469712
12 17 592178
12 18 422913
12 19 588891
12 20 587260
13 14 197505
13 15 306471
13 16 317782
13 17 495968
13 18 538251
13 19 543508
13 20 341388
14 15 292072
14 16 314101
14 17 326956
14 18 688690
14 19 376128
14 20 143883
15 16 318407
15 17 456825
15 18 729798
15 19 237037
15 20 435955
16 17 353291
16 18 411391
16 19 555444
16 20 170218
17 18 590236
17 19 693862
17 20 183073
18 19 840233
18 20 581609
19 20 520011
Case #224: 253
1 2 253717
1 3 281091
1 4 335576
1 5 297387
1 6 391126
1 7 239895
1 8 63864
1 9 334786
1 10 165298
1 11 178824
1 12 132989
1 13 292387
1 14 69084
1 15 293856
1 16 123343
1 17 277917
1 18 353713
1 19 221119
1 20 186894
1 21 306694
1 22 245159
1 23 173597
2 3 315342
2 4 383755
2 5 301052
2 6 390979
2 7 280912
2 8 189853
2 9 246747
2 10 291287
2 11 304813
2 12 258978
2 13 198910
2 14 195073
2 15 339518
2 16 157594
2 17 347343
2 18 361435
2 19 247327
2 20 259095
2 21 357273
2 22 163682
2 23 80120
3 4 337335
3 5 363597
3 6 551373
3 7 238053
3 8 344955
3 9 329981
3 10 303088
3 11 459915
3 12 414080
3 13 317092
3 14 350175
3 15 422752
3 16 283590
3 17 406604
3 18 208711
3 19 404640
3 20 182089
3 21 161692
3 22 449918
3 23 235222
4 5 227789
4 6 422665
4 7 329785
4 8 271712
4 9 303138
4 10 373146
4 11 369088
4 12 202587
4 13 290249
4 14 393615
4 15 254056
4 16 256747
4 17 243494
4 18 300443
4 19 290717
4 20 155246
4 21 253424
4 22 220073
4 23 334221
5 6 288730
5 7 125544
5 8 301575
5 9 369629
5 10 200141
5 11 361678
5 12 364035
5 13 207546
5 14 366471
5 15 313206
5 16 174044
5 17 294095
5 18 248924
5 19 424017
5 20 275545
5 21 201905
5 22 137370
5 23 251518
6 7 327190
6 8 339217
6 9 511977
6 10 388176
6 11 283641
6 12 401677
6 13 245188
6 14 393381
6 15 168609
6 16 267783
6 17 476037
6 18 407713
6 19 453578
6 20 369284
6 21 403551
6 22 227297
6 23 345257
7 8 176031
7 9 244085
7 10 74597
7 11 356029
7 12 238491
7 13 82002
7 14 308979
7 15 240997
7 16 278266
7 17 168551
7 18 123380
7 19 319309
7 20 217005
7 21 76361
7 22 262914
7 23 200792
8 9 270922
8 10 101434
8 11 242688
8 12 69125
8 13 228523
8 14 132948
8 15 321001
8 16 187207
8 17 341781
8 18 289849
8 19 284983
8 20 250758
8 21 242830
8 22 309023
8 23 109733
9 10 169488
9 11 350915
9 12 340047
9 13 266789
9 14 386261
9 15 388555
9 16 249393
9 17 118356
9 18 357903
9 19 494074
9 20 147892
9 21 310884
9 22 410429
9 23 286521
10 11 300872
10 12 170559
10 13 156599
10 14 234382
10 15 219567
10 16 288641
10 17 243148
10 18 188415
10 19 384344
10 20 291602
10 21 141396
10 22 337511
10 23 211167
11 12 311813
11 13 274027
11 14 109740
11 15 115032
11 16 187634
11 17 422460
11 18 382317
11 19 169937
11 20 289135
11 21 335298
11 22 290868
11 23 224693
12 13 297648
12 14 202073
12 15 260646
12 16 256332
12 17 285050
12 18 358974
12 19 226380
12 20 319883
12 21 311955
12 22 378148
12 23 178858
13 14 233743
13 15 158995
13 16 196264
13 17 250553
13 18 162525
13 19 401311
13 20 135003
13 21 158363
13 22 334831
13 23 118790
14 15 224772
14 16 192427
14 17 347001
14 18 396268
14 19 279677
14 20 238369
14 21 375778
14 22 314243
14 23 114953
15 16 216322
15 17 307428
15 18 321520
15 19 284969
15 20 240663
15 21 317358
15 22 175836
15 23 277785
16 17 344697
16 18 358789
16 19 249973
16 20 101501
16 21 354627
16 22 166328
16 23 77474
17 18 291931
17 19 395835
17 20 266248
17 21 244912
17 22 431465
17 23 267223
18 19 289967
18 20 297528
18 21 47019
18 22 241208
18 23 281315
19 20 351474
19 21 242948
19 22 411009
19 23 327447
20 21 293366
20 22 267829
20 23 178975
21 22 288227
21 23 277153
22 23 243802
Case #225: 65
1 2 192100
1 3 200118
1 4 60116
1 5 607979
1 6 119173
1 7 384077
1 8 244604
1 9 152060
1 10 255981
1 11 339624
1 12 431901
2 3 160461
2 4 131984
2 5 679847
2 6 191041
2 7 191977
2 8 281372
2 9 223928
2 10 216324
2 11 147524
2 12 368816
3 4 140002
3 5 678766
3 6 199059
3 7 352438
3 8 441833
3 9 231946
3 10 55863
3 11 307985
3 12 529277
4 5 547863
4 6 59057
4 7 323961
4 8 304720
4 9 91944
4 10 195865
4 11 279508
4 12 489899
5 6 580331
5 7 871824
5 8 799677
5 9 455919
5 10 632002
5 11 827371
6 7 383018
6 8 245663
6 9 151001
6 10 143196
6 11 338565
6 12 430842
7 8 473349
7 9 415905
7 10 408301
7 11 339501
7 12 176839
8 9 396664
8 10 388859
8 11 428896
8 12 650188
9 10 176083
9 11 371452
9 12 581843
10 11 252122
10 12 473414
11 12 270417
Case #226: 1035
1 2 39161
1 3 92427
1 4 100575
1 5 38429
1 6 101995
1 7 37083
1 8 41592
1 9 25850
1 10 58709
1 11 56598
1 12 77426
1 13 121618
1 14 18967
1 15 100245
1 16 71847
1 17 64736
1 18 100709
1 19 51026
1 20 40627
1 21 101421
1 22 81408
1 23 54599
1 24 35897
1 25 116287
1 26 46380
1 27 75411
1 28 147677
1 29 70477
1 30 80962
1 31 20573
1 32 91008
1 33 53263
1 34 52436
1 35 89392
1 36 19332
1 37 49610
1 38 24105
1 39 42743
1 40 76707
1 41 23990
1 42 66749
1 43 97907
1 44 78434
1 45 44277
1 46 30626
2 3 93654
2 4 65570
2 5 39656
2 6 71305
2 7 2078
2 8 42819
2 9 65011
2 10 23704
2 11 26637
2 12 78653
2 13 113501
2 14 20194
2 15 101472
2 16 32686
2 17 25575
2 18 61548
2 19 52253
2 20 41854
2 21 83353
2 22 42247
2 23 15438
2 24 37124
2 25 77126
2 26 47607
2 27 49510
2 28 167423
2 29 51860
2 30 82189
2 31 21800
2 32 56003
2 33 54490
2 34 53663
2 35 55036
2 36 20559
2 37 50837
2 38 25332
2 39 43970
2 40 77934
2 41 25217
2 42 67976
2 43 92264
2 44 60366
2 45 45504
2 46 31853
3 4 155068
3 5 53998
3 6 132159
3 7 91576
3 8 57161
3 9 118277
3 10 113202
3 11 111091
3 12 92995
3 13 176111
3 14 73460
3 15 115814
3 16 100665
3 17 93554
3 18 129527
3 19 66595
3 20 95120
3 21 113021
3 22 110226
3 23 96697
3 24 80344
3 25 145105
3 26 100873
3 27 86320
3 28 73769
3 29 98540
3 30 96531
3 31 74336
3 32 145501
3 33 107756
3 34 82600
3 35 85739
3 36 73095
3 37 79774
3 38 78598
3 39 89922
3 40 131200
3 41 68437
3 42 78349
3 43 129074
3 44 90034
3 45 55877
3 46 61801
4 5 101070
4 6 136875
4 7 63492
4 8 104233
4 9 126425
4 10 85118
4 11 88051
4 12 140067
4 13 47931
4 14 81608
4 15 162886
4 16 98256
4 17 91145
4 18 122944
4 19 113667
4 20 103268
4 21 74980
4 22 103643
4 23 81008
4 24 98538
4 25 68764
4 26 109021
4 27 115080
4 28 228837
4 29 106473
4 30 143603
4 31 83214
4 32 117417
4 33 115904
4 34 115077
4 35 116450
4 36 81973
4 37 112251
4 38 86746
4 39 105384
4 40 139348
4 41 86631
4 42 129390
4 43 157834
4 44 97967
4 45 106918
4 46 93267
5 6 78161
5 7 37578
5 8 3163
5 9 64279
5 10 59204
5 11 57093
5 12 38997
5 13 122113
5 14 19462
5 15 61816
5 16 72342
5 17 65231
5 18 101204
5 19 12597
5 20 41122
5 21 91870
5 22 81903
5 23 55094
5 24 26346
5 25 116782
5 26 46875
5 27 51577
5 28 127767
5 29 70242
5 30 42533
5 31 20338
5 32 91503
5 33 53758
5 34 28602
5 35 89887
5 36 19097
5 37 25776
5 38 24600
5 39 35924
5 40 77202
5 41 14439
5 42 57198
5 43 75084
5 44 68883
5 45 34726
5 46 7803
6 7 73383
6 8 74998
6 9 127845
6 10 95009
6 11 97942
6 12 117158
6 13 184806
6 14 83028
6 15 59826
6 16 38619
6 17 45730
6 18 67481
6 19 90758
6 20 94412
6 21 125912
6 22 48180
6 23 86743
6 24 99958
6 25 83059
6 26 100165
6 27 78186
6 28 178997
6 29 123165
6 30 79109
6 31 84634
6 32 123152
6 33 107048
6 34 55211
6 35 126341
6 36 83393
6 37 52385
6 38 77890
6 39 96528
6 40 137033
6 41 88051
6 42 104945
6 43 120940
6 44 117564
6 45 83407
6 46 85964
7 8 40741
7 9 62933
7 10 25782
7 11 24559
7 12 76575
7 13 111423
7 14 18116
7 15 99394
7 16 34764
7 17 27653
7 18 63626
7 19 50175
7 20 39776
7 21 85431
7 22 44325
7 23 17516
7 24 35046
7 25 79204
7 26 45529
7 27 51588
7 28 165345
7 29 53938
7 30 80111
7 31 19722
7 32 53925
7 33 52412
7 34 51585
7 35 52958
7 36 18481
7 37 48759
7 38 23254
7 39 41892
7 40 75856
7 41 23139
7 42 65898
7 43 94342
7 44 62444
7 45 43426
7 46 29775
8 9 67442
8 10 62367
8 11 60256
8 12 42160
8 13 125276
8 14 22625
8 15 64979
8 16 75505
8 17 68394
8 18 104367
8 19 15760
8 20 44285
8 21 95033
8 22 85066
8 23 58257
8 24 29509
8 25 119945
8 26 50038
8 27 48414
8 28 130930
8 29 73405
8 30 45696
8 31 23501
8 32 94666
8 33 56921
8 34 25439
8 35 93050
8 36 22260
8 37 22613
8 38 27763
8 39 32761
8 40 80365
8 41 17602
8 42 60361
8 43 78247
8 44 72046
8 45 37889
8 46 10966
9 10 57442
9 11 54509
9 12 103276
9 13 147468
9 14 44817
9 15 126095
9 16 97697
9 17 90586
9 18 126559
9 19 76876
9 20 66477
9 21 121917
9 22 107258
9 23 80449
9 24 61747
9 25 142137
9 26 72230
9 27 101261
9 28 173527
9 29 96327
9 30 106812
9 31 46423
9 32 67732
9 33 79113
9 34 78286
9 35 88774
9 36 45182
9 37 75460
9 38 49955
9 39 68593
9 40 102557
9 41 49840
9 42 92599
9 43 123757
9 44 98930
9 45 70127
9 46 56476
10 11 2933
10 12 98201
10 13 133049
10 14 39742
10 15 121020
10 16 56390
10 17 49279
10 18 85252
10 19 71801
10 20 51948
10 21 107057
10 22 65951
10 23 39142
10 24 56672
10 25 100830
10 26 57701
10 27 73214
10 28 186971
10 29 75564
10 30 101737
10 31 41348
10 32 75551
10 33 64584
10 34 63757
10 35 31332
10 36 40107
10 37 60931
10 38 35426
10 39 54064
10 40 94569
10 41 44765
10 42 80649
10 43 115968
10 44 84070
10 45 65052
10 46 51401
11 12 96090
11 13 135982
11 14 37631
11 15 118909
11 16 59323
11 17 52212
11 18 88185
11 19 69690
11 20 49015
11 21 109990
11 22 68884
11 23 42075
11 24 54561
11 25 103763
11 26 54768
11 27 76147
11 28 184610
11 29 78497
11 30 99626
11 31 39237
11 32 78484
11 33 61651
11 34 60824
11 35 34265
11 36 37996
11 37 57998
11 38 32493
11 39 51131
11 40 91636
11 41 42654
11 42 77716
11 43 116571
11 44 87003
11 45 62941
11 46 49290
12 13 142901
12 14 58459
12 15 100813
12 16 111339
12 17 104228
12 18 140201
12 19 26400
12 20 80119
12 21 91633
12 22 120900
12 23 94091
12 24 65343
12 25 155779
12 26 85872
12 27 90574
12 28 166764
12 29 109239
12 30 81530
12 31 59335
12 32 130500
12 33 92755
12 34 67599
12 35 109653
12 36 58094
12 37 64773
12 38 63597
12 39 74921
12 40 116199
12 41 53436
12 42 96195
12 43 114081
12 44 107880
12 45 73723
12 46 46800
13 14 102651
13 15 183929
13 16 146187
13 17 139076
13 18 170875
13 19 134710
13 20 124311
13 21 122911
13 22 151574
13 23 128939
13 24 119581
13 25 116695
13 26 130064
13 27 159095
13 28 249880
